symbol_name,img_path,bbox,conf
test/synth/src/symbols/bend-down_004.png,test/split_pngs/남창우조-소용이_geomungo_46.png,"(73, 10, 99, 52)",0.9920181
test/synth/src/symbols/bend-up_001.png,test/split_pngs/남창우조-소용이_geomungo_52.png,"(43, 58, 66, 93)",0.88819194
test/synth/src/symbols/bend-up_002.png,test/split_pngs/웃도드리_geomungo_26.png,"(78, 78, 99, 128)",0.99965703
test/synth/src/symbols/bend-up_003.png,test/split_pngs/보허사_geomungo_518.png,"(63, 34, 100, 91)",0.99980855
test/synth/src/symbols/between-down_001.png,test/split_pngs/남창계면-언편_piri_195.png,"(75, 57, 93, 83)",0.9987678
test/synth/src/symbols/between-down_002.png,test/split_pngs/남창계면-언편_piri_195.png,"(74, 57, 93, 83)",0.9988329
test/synth/src/symbols/between-down_003.png,test/split_pngs/남창반우반계-반엽_piri_247.png,"(73, 17, 92, 43)",0.9985335
test/synth/src/symbols/between-up_001.png,test/split_pngs/여민락_haegeum_162.png,"(82, 82, 99, 108)",0.9994562
test/synth/src/symbols/between-up_002.png,test/split_pngs/여민락_haegeum_324.png,"(81, 86, 95, 107)",0.9994851
test/synth/src/symbols/between-up_003.png,test/split_pngs/여민락_haegeum_912.png,"(83, 87, 99, 110)",0.9363687
test/synth/src/symbols/between-up_004.png,test/split_pngs/여민락_haegeum_1328.png,"(84, 88, 99, 113)",0.9998412
test/synth/src/symbols/between-up_005.png,test/split_pngs/여민락_piri_730.png,"(75, 83, 94, 110)",0.9988305
test/synth/src/symbols/between-up_006.png,test/split_pngs/여민락_piri_730.png,"(74, 82, 94, 110)",0.9988327
test/synth/src/symbols/between-up_007.png,test/split_pngs/여창우조-두거_haegeum_230.png,"(76, 106, 90, 128)",0.99949086
test/synth/src/symbols/between-up_008.png,test/split_pngs/남창계면-언편_piri_232.png,"(75, 99, 94, 125)",0.99886024
test/synth/src/symbols/between-up_009.png,test/split_pngs/여민락_piri_488.png,"(75, 88, 96, 116)",0.9989667
test/synth/src/symbols/diff-str-1_001.png,test/split_pngs/여민락_geomungo_830.png,"(80, 48, 95, 76)",0.9998982
test/synth/src/symbols/diff-str-1_002.png,test/split_pngs/웃도드리_geomungo_252.png,"(70, 55, 98, 108)",0.9998156
test/synth/src/symbols/diff-str-1_003.png,test/split_pngs/평조회상-상령산_geomungo_60.png,"(70, 42, 98, 101)",0.9998826
test/synth/src/symbols/diff-str-1_004.png,test/split_pngs/영산회상-염불도드리_geomungo_300.png,"(80, 46, 95, 73)",0.9999412
test/synth/src/symbols/diff-str-1_005.png,test/split_pngs/보허사_geomungo_220.png,"(74, 32, 99, 83)",0.999872
test/synth/src/symbols/diff-str-2_001.png,test/split_pngs/자진한잎-경풍년-우조두거_geomungo_203.png,"(78, 14, 93, 52)",0.9999394
test/synth/src/symbols/diff-str-3_001.png,test/split_pngs/남창우조-초수대엽_geomungo_32.png,"(76, 16, 94, 51)",0.9999066
test/synth/src/symbols/diff-str-fast_001.png,test/split_pngs/남창우조-언락_geomungo_109.png,"(77, 56, 94, 83)",0.99962693
test/synth/src/symbols/diff-str-fast_002.png,test/split_pngs/평조회상-군악_geomungo_456.png,"(73, 5, 96, 68)",0.99401814
test/synth/src/symbols/diff-str-fast_004.png,test/split_pngs/현악취타-수요남극지곡_geomungo_180.png,"(71, 43, 100, 89)",0.99979085
test/synth/src/symbols/down-pitched_001.png,test/split_pngs/취타-길군악_haegeum_15.png,"(72, 56, 87, 81)",0.99967295
test/synth/src/symbols/fermata_001.png,test/split_pngs/평조회상-상령산_daegeum_60.png,"(75, 15, 89, 34)",0.99956995
test/synth/src/symbols/flow-rep_001.png,test/split_pngs/여민락_daegeum_52.png,"(78, 46, 88, 78)",0.99951
test/synth/src/symbols/flow-rep_002.png,test/split_pngs/영산회상-상현도드리_daegeum_70.png,"(75, 86, 84, 114)",0.9993434
test/synth/src/symbols/flow-rep_003.png,test/split_pngs/천년만세-우조가락도드리_daegeum_190.png,"(73, 21, 83, 56)",0.99951476
test/synth/src/symbols/flow-rep_004.png,test/split_pngs/여민락_haegeum_261.png,"(79, 38, 93, 81)",0.99896145
test/synth/src/symbols/flow-rep_005.png,test/split_pngs/취타-군악_haegeum_205.png,"(81, 47, 95, 89)",0.99912745
test/synth/src/symbols/flow-rep_006.png,test/split_pngs/평조회상-군악_haegeum_193.png,"(77, 46, 92, 88)",0.9989305
test/synth/src/symbols/flow-rep_007.png,test/split_pngs/여창우조-두거_haegeum_218.png,"(76, 92, 92, 134)",0.9981354
test/synth/src/symbols/flow_001.png,test/split_pngs/여민락_daegeum_1982.png,"(70, 77, 82, 106)",0.9995606
test/synth/src/symbols/flow_002.png,test/split_pngs/영산회상-중령산_daegeum_362.png,"(73, 182, 83, 208)",0.9994296
test/synth/src/symbols/flow_003.png,test/split_pngs/천년만세-계면가락도드리_haegeum_259.png,"(73, 59, 87, 85)",0.9992883
test/synth/src/symbols/flow_004.png,test/split_pngs/영산회상-상령산_gayageum_165.png,"(81, 88, 94, 116)",0.99967974
test/synth/src/symbols/flow_005.png,test/split_pngs/남창우조-중거_haegeum_226.png,"(77, 104, 93, 133)",0.99900657
test/synth/src/symbols/flow_006.png,test/split_pngs/남창계면-언편_haegeum_92.png,"(73, 68, 89, 98)",0.9991517
test/synth/src/symbols/flow_007.png,test/split_pngs/남창우조-중거_haegeum_208.png,"(69, 41, 87, 70)",0.9990583
test/synth/src/symbols/flow_008.png,test/split_pngs/자진한잎-염양춘_piri_173.png,"(70, 46, 89, 76)",0.9988157
test/synth/src/symbols/flow_009.png,test/split_pngs/여창우조-두거_haegeum_172.png,"(70, 98, 89, 125)",0.998708
test/synth/src/symbols/flow_010.png,test/split_pngs/자진한잎-염양춘_piri_173.png,"(70, 46, 89, 76)",0.99886215
test/synth/src/symbols/ignore_004.png,test/split_pngs/여민락_geomungo_264.png,"(73, 47, 101, 67)",0.99970824
test/synth/src/symbols/ignore_005.png,test/split_pngs/여민락_geomungo_123.png,"(82, 88, 101, 104)",0.9995548
test/synth/src/symbols/ignore_006.png,test/split_pngs/여민락_geomungo_158.png,"(74, 53, 101, 76)",0.9994675
test/synth/src/symbols/ignore_007.png,test/split_pngs/여민락_geomungo_448.png,"(76, 48, 98, 73)",0.99957746
test/synth/src/symbols/ignore_008.png,test/split_pngs/여민락_geomungo_1970.png,"(73, 44, 97, 62)",0.9991463
test/synth/src/symbols/ignore_009.png,test/split_pngs/밑도드리_geomungo_179.png,"(75, 35, 100, 86)",0.9957535
test/synth/src/symbols/ignore_010.png,test/split_pngs/남창계면-편수대엽_geomungo_104.png,"(75, 58, 95, 78)",0.9994878
test/synth/src/symbols/ignore_011.png,test/split_pngs/여민락_geomungo_112.png,"(73, 24, 98, 68)",0.99958175
test/synth/src/symbols/ignore_012.png,test/split_pngs/여민락_geomungo_554.png,"(73, 24, 97, 89)",0.98890984
test/synth/src/symbols/ignore_013.png,test/split_pngs/여민락_geomungo_158.png,"(74, 27, 101, 76)",0.9993623
test/synth/src/symbols/ignore_014.png,test/split_pngs/여민락_geomungo_36.png,"(73, 20, 98, 67)",0.9985603
test/synth/src/symbols/ignore_015.png,test/split_pngs/여민락_geomungo_384.png,"(73, 24, 98, 90)",0.9883467
test/synth/src/symbols/ignore_016.png,test/split_pngs/여민락_geomungo_859.png,"(68, 22, 96, 77)",0.99958897
test/synth/src/symbols/ignore_017.png,test/split_pngs/밑도드리_geomungo_174.png,"(75, 62, 100, 84)",0.9995495
test/synth/src/symbols/ignore_018.png,test/split_pngs/영산회상-상령산_geomungo_69.png,"(72, 39, 98, 81)",0.99957055
test/synth/src/symbols/ignore_019.png,test/split_pngs/영산회상-상령산_geomungo_128.png,"(72, 37, 97, 79)",0.99950606
test/synth/src/symbols/ignore_020.png,test/split_pngs/영산회상-군악_geomungo_23.png,"(72, 16, 97, 56)",0.99992126
test/synth/src/symbols/ignore_021.png,test/split_pngs/영산회상-군악_geomungo_21.png,"(71, 34, 97, 54)",0.9999311
test/synth/src/symbols/ignore_022.png,test/split_pngs/영산회상-군악_geomungo_192.png,"(72, 15, 97, 57)",0.9998202
test/synth/src/symbols/ignore_023.png,test/split_pngs/영산회상-군악_geomungo_471.png,"(74, 27, 96, 61)",0.9999734
test/synth/src/symbols/ignore_024.png,test/split_pngs/영산회상-군악_geomungo_474.png,"(73, 6, 96, 66)",0.9999486
test/synth/src/symbols/ignore_025.png,test/split_pngs/영산회상-군악_geomungo_477.png,"(74, 16, 98, 75)",0.9999316
test/synth/src/symbols/ignore_027.png,test/split_pngs/현악취타-별우조타령_geomungo_32.png,"(74, 37, 98, 55)",0.9999707
test/synth/src/symbols/ignore_028.png,test/split_pngs/천년만세-우조가락도드리_geomungo_80.png,"(73, 37, 97, 79)",0.9992261
test/synth/src/symbols/ignore_029.png,test/split_pngs/천년만세-계면가락도드리-해탄가락_geomungo_72.png,"(70, 57, 98, 77)",0.999489
test/synth/src/symbols/ignore_030.png,test/split_pngs/평조회상-상령산_geomungo_139.png,"(71, 26, 101, 93)",0.999784
test/synth/src/symbols/ignore_032.png,test/split_pngs/평조회상-중령산_geomungo_126.png,"(71, 25, 101, 67)",0.9995731
test/synth/src/symbols/ignore_033.png,test/split_pngs/평조회상-군악_geomungo_540.png,"(70, 14, 97, 56)",0.99944305
test/synth/src/symbols/ignore_034.png,test/split_pngs/보허사_geomungo_222.png,"(71, 38, 99, 80)",0.99981487
test/synth/src/symbols/ignore_035.png,test/split_pngs/남창우조-초수대엽_geomungo_73.png,"(69, 35, 101, 106)",0.9998792
test/synth/src/symbols/ignore_036.png,test/split_pngs/독주곡-청성자진한잎_daegeum_191.png,"(73, 53, 94, 76)",0.99936837
test/synth/src/symbols/ignore_037.png,test/split_pngs/독주곡-청성자진한잎_daegeum_172.png,"(5, 18, 16, 36)",0.9993812
test/synth/src/symbols/ignore_038.png,test/split_pngs/남창계면-삼수대엽-저음부_geomungo_188.png,"(70, 12, 100, 47)",0.99959403
test/synth/src/symbols/ignore_039.png,test/split_pngs/자진한잎-경풍년-우조두거_haegeum_187.png,"(68, 13, 99, 36)",0.99991053
test/synth/src/symbols/ignore_040_.png,test/split_pngs/자진한잎-경풍년-변조두거_haegeum_187.png,"(80, 26, 101, 46)",0.9909238
test/synth/src/symbols/ignore_042.png,test/split_pngs/영산회상-상령산_geomungo_69.png,"(70, 60, 98, 82)",0.82562554
test/synth/src/symbols/ignore_043.png,test/split_pngs/취타-길타령_piri_189.png,"(74, 38, 98, 53)",0.99799514
test/synth/src/symbols/ignore_044.png,test/split_pngs/취타-군악_piri_28.png,"(73, 58, 101, 76)",0.99881846
test/synth/src/symbols/ignore_045-1.png,test/split_pngs/여민락_piri_62.png,"(70, 49, 98, 70)",0.9986745
test/synth/src/symbols/ignore_045.png,test/split_pngs/여민락_piri_25.png,"(81, 87, 101, 102)",0.9969524
test/synth/src/symbols/ignore_046.png,test/split_pngs/여민락_piri_303.png,"(73, 84, 101, 105)",0.9982716
test/synth/src/symbols/ignore_047.png,test/split_pngs/여민락_piri_968.png,"(70, 55, 94, 69)",0.9975866
test/synth/src/symbols/ignore_048.png,test/split_pngs/여민락_piri_932.png,"(82, 56, 100, 75)",0.9972668
test/synth/src/symbols/ignore_049.png,test/split_pngs/여민락_piri_1474.png,"(85, 54, 101, 70)",0.9956388
test/synth/src/symbols/ignore_050.png,test/split_pngs/영산회상-상령산_piri_131.png,"(69, 68, 95, 81)",0.9995909
test/synth/src/symbols/ignore_051.png,test/split_pngs/남창반우반계-반엽_piri_247.png,"(73, 100, 101, 127)",0.99856615
test/synth/src/symbols/ignore_052.png,test/split_pngs/영산회상-군악_haegeum_36.png,"(73, 8, 97, 49)",0.99969983
test/synth/src/symbols/ignore_053.png,test/split_pngs/여창우조-두거_haegeum_144.png,"(72, 7, 98, 50)",0.99977094
test/synth/src/symbols/ignore_054.png,test/split_pngs/평조회상-군악_haegeum_372.png,"(72, 6, 97, 46)",0.9997469
test/synth/src/symbols/ignore_055.png,test/split_pngs/취타-군악_haegeum_144.png,"(6, 6, 31, 47)",0.99976367
test/synth/src/symbols/ignore_056.png,test/split_pngs/취타-길군악_haegeum_219.png,"(71, 7, 95, 49)",0.9997436
test/synth/src/symbols/ignore_057.png,test/split_pngs/웃도드리_haegeum_432.png,"(72, 4, 97, 46)",0.9997976
test/synth/src/symbols/len-double_001.png,test/split_pngs/여민락_daegeum_844.png,"(24, 77, 30, 103)",0.9996214
test/synth/src/symbols/len-double_002.png,test/split_pngs/영산회상-중령산_piri_225.png,"(74, 74, 79, 108)",0.99784386
test/synth/src/symbols/len-half_001.png,test/split_pngs/여민락_daegeum_844.png,"(72, 86, 80, 94)",0.9995783
test/synth/src/symbols/len-half_002.png,test/split_pngs/영산회상-군악_haegeum_305.png,"(78, 63, 89, 75)",0.99921393
test/synth/src/symbols/naneuna_001.png,test/split_pngs/여민락_daegeum_909.png,"(85, 45, 101, 70)",0.94858676
test/synth/src/symbols/nanina_001.png,test/split_pngs/여민락_daegeum_62.png,"(78, 87, 89, 110)",0.9994811
test/synth/src/symbols/nanina_002.png,test/split_pngs/웃도드리_haegeum_198.png,"(75, 54, 85, 82)",0.99948096
test/synth/src/symbols/nanireunonireu_001.png,test/split_pngs/수제천_daegeum_120.png,"(74, 53, 94, 73)",0.9991564
test/synth/src/symbols/naniro_001.png,test/split_pngs/여민락_daegeum_193.png,"(80, 56, 95, 71)",0.99963284
test/synth/src/symbols/naniro_002.png,test/split_pngs/천년만세-계면가락도드리_piri_504.png,"(71, 30, 88, 48)",0.9997734
test/synth/src/symbols/neonye_001.png,test/split_pngs/자진한잎-수룡음-농_daegeum_80.png,"(84, 62, 96, 79)",0.9996283
test/synth/src/symbols/nerona_001.png,test/split_pngs/여창반우반계-반엽_daegeum_241.png,"(24, 102, 49, 126)",0.94628763
test/synth/src/symbols/nerone_001.png,test/split_pngs/영산회상-상현도드리_daegeum_164.png,"(72, 85, 93, 108)",0.9997348
test/synth/src/symbols/nerone_002.png,test/split_pngs/자진한잎-경풍년-우조두거_haegeum_24.png,"(75, 98, 95, 118)",0.99960774
test/synth/src/symbols/neuna_001.png,test/split_pngs/여민락_daegeum_29.png,"(42, 86, 60, 106)",0.9996397
test/synth/src/symbols/neuna_002.png,test/split_pngs/여창계면-두거_haegeum_220.png,"(42, 102, 62, 128)",0.9371495
test/synth/src/symbols/neuna_003.png,test/split_pngs/독주곡-상령산_piri_114.png,"(42, 91, 63, 120)",0.89886206
test/synth/src/symbols/neunareunani_001.png,test/split_pngs/여민락_daegeum_2777.png,"(34, 76, 61, 91)",0.9995431
test/synth/src/symbols/neuni.png,test/split_pngs/여민락_daegeum_788.png,"(44, 79, 61, 109)",0.999706
test/synth/src/symbols/neuni_001.png,test/split_pngs/여민락_daegeum_788.png,"(44, 79, 61, 109)",0.999706
test/synth/src/symbols/neuni_002.png,test/split_pngs/영산회상-중령산_haegeum_81.png,"(39, 80, 61, 108)",0.9999076
test/synth/src/symbols/neunira_001.png,test/split_pngs/남창우조-평거_piri_96.png,"(75, 12, 100, 40)",0.9990274
test/synth/src/symbols/neunireu.png,test/split_pngs/영산회상-상현도드리_daegeum_34.png,"(71, 61, 90, 99)",0.99961066
test/synth/src/symbols/neunireu_001.png,test/split_pngs/밑도드리_daegeum_63.png,"(70, 67, 86, 91)",0.99970835
test/synth/src/symbols/neunireu_002.png,test/split_pngs/영산회상-상현도드리_daegeum_34.png,"(76, 61, 90, 99)",0.9995765
test/synth/src/symbols/neuronireu.png,test/split_pngs/여민락_daegeum_102.png,"(75, 56, 89, 70)",0.9995673
test/synth/src/symbols/neuronireu_001.png,test/split_pngs/여민락_daegeum_102.png,"(75, 56, 89, 70)",0.9995673
test/synth/src/symbols/ni_001.png,test/split_pngs/여민락_daegeum_41.png,"(73, 90, 89, 105)",0.99930227
test/synth/src/symbols/ni_002.png,test/split_pngs/영산회상-하현도드리_haegeum_27.png,"(38, 79, 57, 101)",0.99740964
test/synth/src/symbols/ni_003.png,test/split_pngs/밑도드리_haegeum_83.png,"(63, 93, 85, 113)",0.99982953
test/synth/src/symbols/ni_004.png,test/split_pngs/관악영산회상-중령산_haegeum_147.png,"(42, 51, 61, 71)",0.9998773
test/synth/src/symbols/ni_005.png,test/split_pngs/관악영산회상-중령산_haegeum_146.png,"(48, 77, 69, 98)",0.9997757
test/synth/src/symbols/ni_006.png,test/split_pngs/밑도드리_piri_10.png,"(71, 107, 89, 125)",0.99927276
test/synth/src/symbols/ni_007.png,test/split_pngs/남창우조-언락_piri_261.png,"(70, 58, 89, 76)",0.99925303
test/synth/src/symbols/nina*_001.png,test/split_pngs/여민락_daegeum_21.png,"(42, 81, 61, 101)",0.99953794
test/synth/src/symbols/nina*_002.png,test/split_pngs/자진한잎-경풍년-우조두거_piri_113.png,"(40, 100, 62, 119)",0.99922884
test/synth/src/symbols/nina*_003.png,test/split_pngs/여창우조-중거_haegeum_104.png,"(40, 97, 63, 119)",0.98461086
test/synth/src/symbols/nina-dur_001.png,test/split_pngs/여민락_daegeum_21.png,"(42, 81, 61, 101)",0.99953794
test/synth/src/symbols/nina-dur_002.png,test/split_pngs/자진한잎-경풍년-우조두거_piri_113.png,"(40, 100, 62, 119)",0.99922884
test/synth/src/symbols/nina-dur_003.png,test/split_pngs/여창우조-중거_haegeum_104.png,"(40, 97, 63, 119)",0.98461086
test/synth/src/symbols/nina-dur_004.png,test/split_pngs/영산회상-상령산_haegeum_85.png,"(39, 83, 63, 101)",0.99968374
test/synth/src/symbols/nina-dur_005.png,test/split_pngs/여민락_piri_2013.png,"(59, 47, 81, 64)",0.9996984
test/synth/src/symbols/nina_001.png,test/split_pngs/여민락_daegeum_24.png,"(77, 56, 91, 73)",0.99955773
test/synth/src/symbols/nina_002.png,test/split_pngs/남창우조-우롱_piri_179.png,"(73, 60, 92, 81)",0.9992516
test/synth/src/symbols/nina_003.png,test/split_pngs/여민락_piri_2169.png,"(71, 43, 90, 64)",0.9997549
test/synth/src/symbols/nina_004.png,test/split_pngs/여창우조-평거_haegeum_136.png,"(74, 23, 93, 43)",0.99972236
test/synth/src/symbols/nina_005.png,test/split_pngs/영산회상-중령산_haegeum_46.png,"(72, 47, 93, 74)",0.9979618
test/synth/src/symbols/nina_006.png,test/split_pngs/남창우조-우롱_piri_97.png,"(75, 104, 93, 124)",0.9997504
test/synth/src/symbols/nina_007.png,test/split_pngs/여민락_piri_2153.png,"(68, 45, 84, 64)",0.99934185
test/synth/src/symbols/nire_001.png,test/split_pngs/여민락_daegeum_40.png,"(75, 60, 91, 75)",0.9994586
test/synth/src/symbols/nire_002.png,test/split_pngs/남창우조-중거_haegeum_248.png,"(77, 54, 96, 69)",0.9998016
test/synth/src/symbols/nire_003.png,test/split_pngs/남창우조-중거_haegeum_184.png,"(73, 100, 91, 115)",0.999772
test/synth/src/symbols/nirena_001.png,test/split_pngs/여민락_daegeum_61.png,"(39, 81, 64, 104)",0.9996946
test/synth/src/symbols/nirena_002.png,test/split_pngs/웃도드리_haegeum_20.png,"(37, 91, 66, 119)",0.9998777
test/synth/src/symbols/nirena_003.png,test/split_pngs/영산회상-상령산_haegeum_49.png,"(35, 74, 68, 101)",0.9997574
test/synth/src/symbols/nirona_001.png,test/split_pngs/여민락_daegeum_1181.png,"(43, 79, 59, 102)",0.99980265
test/synth/src/symbols/niruni.png,test/split_pngs/천년만세-우조가락도드리_daegeum_329.png,"(76, 41, 95, 55)",0.99948883
test/synth/src/symbols/no_001.png,test/split_pngs/여민락_daegeum_83.png,"(68, 54, 85, 71)",0.99967676
test/synth/src/symbols/no_003.png,test/split_pngs/여민락_piri_1229.png,"(60, 53, 79, 74)",0.9996357
test/synth/src/symbols/no_004.png,test/split_pngs/남창계면-삼수대엽_piri_188.png,"(63, 62, 82, 82)",0.9998886
test/synth/src/symbols/no_005.png,test/split_pngs/여민락_haegeum_329.png,"(64, 53, 84, 72)",0.9998792
test/synth/src/symbols/no_006.png,test/split_pngs/천년만세-양청도드리_haegeum_240.png,"(37, 52, 55, 72)",0.9997641
test/synth/src/symbols/no_007.png,test/split_pngs/관악영산회상-중령산_haegeum_147.png,"(41, 17, 59, 37)",0.99976677
test/synth/src/symbols/no_008.png,test/split_pngs/여민락_piri_195.png,"(60, 88, 79, 109)",0.9996783
test/synth/src/symbols/no_009.png,test/split_pngs/현악취타-취타_piri_162.png,"(76, 111, 94, 128)",0.999206
test/synth/src/symbols/no_010.png,test/split_pngs/여창우조-두거_haegeum_197.png,"(41, 94, 65, 123)",0.9988768
test/synth/src/symbols/none_001.png,test/split_pngs/여민락_daegeum_66.png,"(75, 23, 89, 37)",0.999542
test/synth/src/symbols/none_002.png,test/split_pngs/독주곡-상령산_piri_303.png,"(73, 19, 91, 38)",0.99907345
test/synth/src/symbols/noniro_001.png,test/split_pngs/여민락_daegeum_60.png,"(73, 20, 94, 29)",0.9995469
test/synth/src/symbols/noniro_002.png,test/split_pngs/영산회상-상령산_haegeum_108.png,"(70, 56, 99, 70)",0.9997751
test/synth/src/symbols/noniro_003.png,test/split_pngs/관악영산회상-중령산_piri_274.png,"(75, 57, 95, 67)",0.99961835
test/synth/src/symbols/noniro_004.png,test/split_pngs/천년만세-우조가락도드리_haegeum_90.png,"(65, 33, 93, 48)",0.99976665
